post_id,conversation_id,author_id,author_username,author_description,admin1_name,article_url,post_text,post_creation_ts
1774861442623160507,1774861373991711098,462534375,heyjudenyc,,New York,https://www.nytimes.com/2024/04/01/us/politics/mike-johnson-ukraine-aid.html,"""Within weeks""= MONTHS LATE",2024-04-01T18:08:37
1795788666096296074,1795788387850268838,462534375,heyjudenyc,,New York,https://www.nytimes.com/2024/05/29/business/saudi-arabia-renewable-energy-solar-wind.html,"It's possible that easing away from oil to solar energy could win Saudi Arabia some new friends...and, of course, funds, which is their number one goal.",2024-05-29T12:05:56
1779924085570519415,1779923845018763438,462534375,heyjudenyc,,New York,https://www.nytimes.com/2024/04/15/climate/al-gore-climate-activism.html,"All that comes to mind is ""From your thoughts Al Gore to voters' minds and God's ears.""",2024-04-15T17:25:46
1786819164386005312,1786819065203351997,462534375,heyjudenyc,,New York,https://www.nytimes.com/2024/05/04/business/energy-environment/tesla-electric-vehicles-supercharger.html,There's something so damn sinister about everything Musk does.,2024-05-04T18:04:20
1789022434047246538,1789022256934379735,462534375,heyjudenyc,,New York,https://www.nytimes.com/2024/05/09/climate/trump-oil-gas-mar-a-lago.html,The hell with the environment...give me money. Isn't this man a treat? So concerned...for ONE PERSON on the planet.,2024-05-10T19:59:21
1781391189435912625,1781391043411186139,462534375,heyjudenyc,,New York,https://www.nytimes.com/2024/04/19/climate/biden-alaska-drilling-mining-nrpa.html,And guess what. It's not because those roaming animals vote Dem.,2024-04-19T18:35:30
1793361725346947425,1793360365339685357,462534375,heyjudenyc,,New York,https://www.nytimes.com/2024/05/21/us/miami-heat-summer-weather.html,"Read the article, take note of what Gov. RDeS has done to make things worse from erasing 'climate change' from the state's vocabulary to eliminating healthful assistance for those who work outdoors in the grueling heat. Kind of incredible but it's DeS and FL therefore believable.",2024-05-22T19:22:09
1775528579138301993,1775523335947882767,158481002,pranshutewari,,Massachusetts,https://www.nytimes.com/2024/04/02/climate/how-to-make-polluters-pay.html,@CMcgarraugh It would need a heck of a crisis to give US Congress the room to do something like this. The lobbyists won't allow this with a drawn out fistfight.,2024-04-03T14:19:35
1782017568577884345,1781747433715781835,1882492056,CurrSpecialties,"Trendsetter: Flavorful Ingredients & of #Political Winds: #Resistance: #Fairytales & Foods: Awakenings for sale! Quinta’s Marisol Mauritian Cane, All Greek...",New York,https://www.nytimes.com/2024/04/19/climate/rfk-jr-environment.html,@AmValues2024 Kennedy got in bed with Team Assasination: He took protection himself &amp; didn’t need to pay a dime; other than cost of his soul: It’s cheap!,2024-04-21T12:04:31
1774623602299588804,1774152627250418017,2583041431,estee_nj,"Climate action advocate. Born at ~314 ppm. Climate solutions & #energytwitter fan. Unitarian Universalist, @CitizensClimate, Cornell. She/her/hers. Band person.",New Jersey,https://www.nytimes.com/2024/03/31/climate/climate-change-carbon-capture-ccs.html,"@HarrisBerton @Jared_TH2 in a few weeks, and I’m gonna focus on clean electricity, resi bldg electrification, ag/forest decarb, &amp; ind decarb. Given the “moment” that geoengineering &amp; DAC r having, I’ll prob throw a slide in to say: “important for mopping up, but not central”. 2/2",2024-04-01T02:23:32
1774622121458548777,1774152627250418017,2583041431,estee_nj,"Climate action advocate. Born at ~314 ppm. Climate solutions & #energytwitter fan. Unitarian Universalist, @CitizensClimate, Cornell. She/her/hers. Band person.",New Jersey,https://www.nytimes.com/2024/03/31/climate/climate-change-carbon-capture-ccs.html,"@HarrisBerton @Jared_TH2 I think Mann’s concern (which I share) is that too much focus on geoengineering/CDR/fusion w normie folks leads to decreased pressure on politicians to push the policies that 🤞🏼🤞🏼🤞🏼will do the most to decarb our civilization. E.g., I’m talking to a bunch of ~PTA parents 1/",2024-04-01T02:17:39
1774596289948160381,1774152627250418017,2583041431,estee_nj,"Climate action advocate. Born at ~314 ppm. Climate solutions & #energytwitter fan. Unitarian Universalist, @CitizensClimate, Cornell. She/her/hers. Band person.",New Jersey,https://www.nytimes.com/2024/03/31/climate/climate-change-carbon-capture-ccs.html,"@HarrisBerton @Jared_TH2 And this was on the front page of the NYTimes recently. The article introduces people to DAC &amp; geoengineering as solutions. 

You’re 45 paragraphs into the article before the author notes how small these efforts are, compared w the scale of the problem. https://t.co/tbvUCqh27q 🙄 https://t.co/XqMcHcdGKu",2024-04-01T00:35:00
1790410671013634337,1790092353656500686,2583041431,estee_nj,"Climate action advocate. Born at ~314 ppm. Climate solutions & #energytwitter fan. Unitarian Universalist, @CitizensClimate, Cornell. She/her/hers. Band person.",New Jersey,https://www.nytimes.com/2024/05/13/climate/electric-grid-overhaul-ferc.html,"@ethanhowland27 @DigitalEnergyUS @SimonMahan @RobGramlichDC @TheBTI @ClementsFERC @FrankPallone @FERChatterjee @nytimes @bradplumer @eugenejhunt An important perspective🧵here from @SeanCasten. 

My TL;DR: The new #FERC rules r the first step. Future steps (and legislation) need to sort out incentives so that we can get needed inter-regional deployment. 12/10 https://t.co/SJzIZtjUJg",2024-05-14T15:55:42
1790423867690713222,1790092353656500686,2583041431,estee_nj,"Climate action advocate. Born at ~314 ppm. Climate solutions & #energytwitter fan. Unitarian Universalist, @CitizensClimate, Cornell. She/her/hers. Band person.",New Jersey,https://www.nytimes.com/2024/05/13/climate/electric-grid-overhaul-ferc.html,"@ethanhowland27 @DigitalEnergyUS @SimonMahan @RobGramlichDC @TheBTI @ClementsFERC @FrankPallone @FERChatterjee @nytimes @bradplumer @eugenejhunt @SeanCasten Nice 🧵 from @AbeEnergy.

It makes me reflect on the old AT&amp;T network planning process. 😣 #FERC #IAmOld
13/10 https://t.co/xmmDddC4bd",2024-05-14T16:48:09
1790153822469279817,1790092353656500686,2583041431,estee_nj,"Climate action advocate. Born at ~314 ppm. Climate solutions & #energytwitter fan. Unitarian Universalist, @CitizensClimate, Cornell. She/her/hers. Band person.",New Jersey,https://www.nytimes.com/2024/05/13/climate/electric-grid-overhaul-ferc.html,"@ethanhowland27 @DigitalEnergyUS @SimonMahan @RobGramlichDC @TheBTI @ClementsFERC @FrankPallone @FERChatterjee And a gift link to the @nytimes @bradplumer coverage. H/t @eugenejhunt.

https://t.co/s1h7ocigBf",2024-05-13T22:55:05
1788621360752709901,1788566875716096004,1264871332749160450,LouisBrij,PhD student at the University of Manchester researching food policy for climate change. Also gender critical.,,https://www.nytimes.com/2024/05/07/dining/sweetgreen-steak.html,"@gordon_struth @henrymance As the initial post highlights, the calories are essentially irrelevant - most people wouldn't even notice a 3% change in calorie intake, and in many countries would likelier be healthier for a 3% reduction.",2024-05-09T17:25:38
1788570465398558956,1788566875716096004,1264871332749160450,LouisBrij,PhD student at the University of Manchester researching food policy for climate change. Also gender critical.,,https://www.nytimes.com/2024/05/07/dining/sweetgreen-steak.html,"@gordon_struth @henrymance The land we waste growing food for cows would be so much better left for wildlife. The alternative to pasture isn't waste, it's biodiversity, ecosystem resilience, and carbon sinks.",2024-05-09T14:03:23
1788574145048895625,1788566875716096004,1264871332749160450,LouisBrij,PhD student at the University of Manchester researching food policy for climate change. Also gender critical.,,https://www.nytimes.com/2024/05/07/dining/sweetgreen-steak.html,"@gordon_struth @henrymance Sorry if I misunderstood, but I read your comment as implying that the alternative was crops. I only meant to say that it completely changes the opportunity cost of large tracts of land when you compare pasture to ""ecosystem services"" as well as to crops.",2024-05-09T14:18:00
1791155464299786377,1791155057624301837,24744054,Andy_Olsen,"@andyo.bsky.social on Blue Sky. My fave alt to Xitter

@Andy_Olsen on https://t.co/BLZZaf6orb
andy_olsen on https://t.co/1cV32uCHr1
Too many platforms to track!",Wisconsin,https://www.nytimes.com/2024/05/15/climate/desantis-climate-change-florida.html,"@WajahatAli Low lying bicoastal Florida. Idiots.

https://t.co/atF2TLQsHT",2024-05-16T17:15:15
1775534757092249805,1775523335947882767,2366685349,DeathCabToQE,"Macro, Inflation, Fiat Money, #bitcoin Analysis 

On a long enough timeline, all fiat goes to Zero.",Massachusetts,https://www.nytimes.com/2024/04/02/climate/how-to-make-polluters-pay.html,"@CMcgarraugh Yeah none of this stuff is going to happen

Corporations were happy to go along with DEI and ESG so long as it was a cute experiment for PR points, but now it’s harming the bottom line.

Expect them to continue to fight back against woke policies in the coming months.… https://t.co/aNIjC9KfNJ",2024-04-03T14:44:08
1775602625213337857,1775523335947882767,2366685349,DeathCabToQE,"Macro, Inflation, Fiat Money, #bitcoin Analysis 

On a long enough timeline, all fiat goes to Zero.",Massachusetts,https://www.nytimes.com/2024/04/02/climate/how-to-make-polluters-pay.html,"@CMcgarraugh Global warming is itself a cultural manifestation not a real world issue.

I think it more likely we see a trend towards solving actual environmental problems... microplastics, deforestation, air pollution, waterway pollution etc. 

Global warming is non-existent issue with… https://t.co/TNF84XfzCZ",2024-04-03T19:13:49
1777318947919978499,1777317731437539682,1656845317,Bleecker__St,Activist short-seller exposing overvalued stocks.,New York,https://www.nytimes.com/2024/04/05/climate/plastic-recycling.html,"I think there is something for both bears and bulls in the story. 

Nice to see NYT confirm that the solvent is butane, something PCT still doesn't want to talk about. https://t.co/f4G5CNQe4F",2024-04-08T12:53:52
1777319759517753367,1777317731437539682,1656845317,Bleecker__St,Activist short-seller exposing overvalued stocks.,New York,https://www.nytimes.com/2024/04/05/climate/plastic-recycling.html,"They went out to visit the plant, which was shut down due to the discovery a faulty valve the day prior https://t.co/bSrs5VrYs8",2024-04-08T12:57:06
1788339696621306257,1788339612085002723,834647137774346241,GraceRMarsh,The sky is not the limit! You Are🦅,Tennessee,https://www.nytimes.com/2024/05/08/world/americas/brazil-flooding-photos.html,"@nytimesworld I Have Lost Alot Of Money Trying To Trade Myself..... Recently I Came Across @Chart__Champion Platform, I Invested $1000 On A Weekly Trade,. You Won't Believe I Got Back $55,000... Kindly Contact Him For A Better Trade Experience",2024-05-08T22:46:24
1775292340866777397,1775169561123254736,1314030764682604549,Mcgoo7991,"Southern girl,love beaches,fly fishing,hunting,music,horses,dogs,creme brûlée, and my two daughters! I’m SCOTS-IRISH 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪  PATRIOT!🇺🇸",Alabama,https://www.nytimes.com/2024/04/02/business/tesla-auto-sales-first-quarter.html,@GadSaad @AbigailShrier I love you and Abigail!❤️❤️,2024-04-02T22:40:52
1793768268894994725,1793758493788528754,70778344,conorsen,Columnist for @opinion. Founder of Peachtree Creek Investments. Sun Belt/monoculture enthusiast. The future is a policy choice.,Georgia,https://www.nytimes.com/2024/05/23/weather/noaa-atlantic-hurricane-forecast-prediction.html,@carlquintanilla @nytimes New pic!,2024-05-23T22:17:36
1786802728577982468,1786783912670494816,1402269417065615361,WOLFwisdom58,"Joyful human. RN “We can do no great things, only small things with great love”. Mother Theresa #ProudBlue #INFP #NonViolence Animals are medicine BIDEN24 ❌dm!",Tennessee,https://www.nytimes.com/2024/05/03/climate/nasa-satellites-data.html,"@laureldavilacpa It’s a concern too few care about 
#ClimateCrisisIsKnocking 
#VoteBlueForClimate",2024-05-04T16:59:02
1777739019826196747,1777734950294307064,1503645122159910913,Hankasauruss,,Minnesota,https://www.nytimes.com/2024/04/09/climate/electric-grid-more-power.html,"@niubi Higher amperage conductors means bigger transformers. Service transformers are currently backordered, assume distribution transformers are also.",2024-04-09T16:43:05
1794002377009443315,1793997912608764030,1311312985848127488,scroochmcgooch,My love is bigger than your love.,Colorado,https://www.nytimes.com/2024/05/24/travel/heat-waves-europe-tourists.html,@TheTruthSearUm @nytimes well I guess that settles it then. you must be smarter than actual science,2024-05-24T13:47:52
1780162612409364640,1780161720587063631,1730345870829232128,WEB3SNOW,🖲️Marketing & community building | Advisor & Marketing manager🌪️ | DM FOR PROMO & campaigns | 🌐🫂,California,https://www.nytimes.com/2024/04/15/climate/al-gore-climate-activism.html,"@nytimes Come on friends, continue to the farm ✔️🚀$PARAM $BUBBLE $BEYOND $MOJO $SOMO $RICY $TRIP $LOL $LMWR $PİXEL  $COOKIE https://t.co/7lfdrPUIN4",2024-04-16T09:13:35
1780194937809813656,1780191921991794877,1730345870829232128,WEB3SNOW,🖲️Marketing & community building | Advisor & Marketing manager🌪️ | DM FOR PROMO & campaigns | 🌐🫂,California,https://www.nytimes.com/2024/04/15/science/australia-wildlife-koalas.html,@nytimes go to farm ✔️🚀$PARAM $BUBBLE $BEYOND $MOJO $SOMO $RICY $TRIP $LOL $LMWR $PİXEL  $COOKIE,2024-04-16T11:22:02
1780195231666684346,1780191921991794877,1730345870829232128,WEB3SNOW,🖲️Marketing & community building | Advisor & Marketing manager🌪️ | DM FOR PROMO & campaigns | 🌐🫂,California,https://www.nytimes.com/2024/04/15/science/australia-wildlife-koalas.html,@nytimes go to farm ✔️🚀$PARAM $BUBBLE $BEYOND $MOJO $SOMO $RICY $TRIP $LOL $LMWR $PİXEL  $COOKIE https://t.co/CtJvh9dMzM,2024-04-16T11:23:12
1777461888755831237,1777461448748290544,1730345870829232128,WEB3SNOW,🖲️Marketing & community building | Advisor & Marketing manager🌪️ | DM FOR PROMO & campaigns | 🌐🫂,California,https://www.nytimes.com/2024/04/08/climate/meteorites-antarctica.html,"@nytimes BOOSTING $PARAM
🧑‍🌾 BOOSTING $BEYOND
🧑‍🌾 BOOSTING $BUBBLE &amp; $COOKIE
🧑‍🌾 BOOSTING $TRIP &amp; $MOJO
$BLOCK
$RICY
$LMWR
$LOL
https://t.co/5XRBfIJ2U4",2024-04-08T22:21:52
1778065265969733971,1778053731679875081,14827853,Yarninstall,"Full-Stack Software Engineer / Cyclist / Runner / Pokemon Go Master / 

https://t.co/8xfBWUTFjC",New York,https://www.nytimes.com/2024/04/10/climate/epa-pfas-drinking-water.html,@nytimes start with Flint,2024-04-10T14:19:28
1785284434813489613,1785220049109692705,1048991146217787392,Moandthegrass,Old Skeptic mom. Experiencing  the experience.,Texas,https://www.nytimes.com/2024/04/29/science/california-barred-spotted-owls.html,@nytimes I miss Rush.,2024-04-30T12:25:52
1786463275737133230,1786463274604605677,245915883,FurmanCenterNYU,"Advancing research and debate on housing, neighborhoods & urban policy. Research Institute @nyulaw & @nyuwagner (Links/RTs/likes/follows/etc. ≠ endorsements.)",New York,https://www.nytimes.com/2024/05/03/nyregion/water-bills-nyc.html,"Black migrants in NYC are more likely than their Latin American counterparts to receive an eviction notice from a city shelter, go without food or lack warm clothing according to a new report by three community-based organizations via @Gothamist's @arunNYC https://t.co/pye4cOshqW",2024-05-03T18:30:10
1786463278371115363,1786463274604605677,245915883,FurmanCenterNYU,"Advancing research and debate on housing, neighborhoods & urban policy. Research Institute @nyulaw & @nyuwagner (Links/RTs/likes/follows/etc. ≠ endorsements.)",New York,https://www.nytimes.com/2024/05/03/nyregion/water-bills-nyc.html,"@Gothamist @arunNYC @nytimes @danarubinstein Mayors from across the US traveled to Washington, DC this week to talk with policymakers about federal help to address the unhoused crisis and affordable housing. Listen 🎧 to @NPR's @deepafern speak with Reno Mayor Hillary Schieve about the convention https://t.co/zTtfNv9L6U",2024-05-03T18:30:11
1786463277075059069,1786463274604605677,245915883,FurmanCenterNYU,"Advancing research and debate on housing, neighborhoods & urban policy. Research Institute @nyulaw & @nyuwagner (Links/RTs/likes/follows/etc. ≠ endorsements.)",New York,https://www.nytimes.com/2024/05/03/nyregion/water-bills-nyc.html,@Gothamist @arunNYC The city plans to charge its own Water Board more than $1.4 billion in rent over 4 years to lease its water and sewer systems. The NYC DEP is proposing that the Water Board raise its rates for homeowners and landlords by 8.5% via @NYTimes' @danarubinstein https://t.co/1vtxeLsYwz,2024-05-03T18:30:10
1779153246889652470,1778867886666527162,24270599,troyamyett,"Founder/Entrepreneur, Technologist:  21M, Blockchain, AI, next tech enthusiast.",Florida,https://www.nytimes.com/2024/04/12/climate/biden-administration-raises-costs-to-drill-and-mine-on-public-lands.html,@RaulMuniz19573 @GoldTelegraph_ It's intentional and not by the citizens.,2024-04-13T14:22:43
1778498224585596964,1778403945871769812,2324752154,MicheleWojnar,"Mother,Grandmother,Greatgrandmother fighting for the future of our Children,Country and the world.Proud American Progressive.😀",New York,https://www.nytimes.com/2024/04/10/climate/epa-pfas-drinking-water.html,"@JaneMayerNYer Supreme Court said Chemical companies could dump their chemicals in our streams and rivers,they didn't say they could make us sick and kill us,Which of course is the end result.",2024-04-11T18:59:54
1781426491869323417,1781367289331249590,819339540930424832,mike_saurers,"Husband, Father, American Citizen. 👨🏼‍🚒 My views are my own and do not represent those of the municipality that employs me.",Ohio,https://www.nytimes.com/2024/04/19/climate/rfk-jr-environment.html,@tmelissen1219 @beachblond52 He’s a plant. The best hope for Trump is for Biden to have to run against as many folk as possible,2024-04-19T20:55:47
1777644886277120511,1777636033720398169,1604844392342294531,325AIR1,"Combat veteran - 82nd Airborne Division, 2nd Infantry Division then 75th Ranger Regiment",Michigan,https://www.nytimes.com/2024/04/09/world/europe/climate-human-rights.html,@nytimes Can we sue the government for not protecting us from the four seasons?,2024-04-09T10:29:02
1786145221580849632,1785966028838600943,1858407997,J_C_French,"Palaeolithic Archaeologist @LivAncWorlds

Fieldwork @WoganCavern

 ""Palaeolithic Europe: A Demographic and Social Prehistory"" out now! https://t.co/THP5DGIyCK",,https://www.nytimes.com/2024/05/01/science/resilient-societies-climate-change.html,"@palaeoscientist Haha, I might have to try that approach....",2024-05-02T21:26:20
1782143100082950559,1782141515902357776,783846529,Billybeeswife,"All sports! (Especially baseball). Oxford-comma lover. GCU-Wheaton-NYU. Sola Scriptura. Hebrews 1:1-2 ""...by His Son""",Arizona,https://www.nytimes.com/2024/04/21/arts/television/climate-change-apocalypse-optimism.html,"@JunkScience You can only cry wolf once a generation…..otherwise people live to see the truth. 
A degree or three is not going to end the planet. 

I hope we can refrain from the drastic, artificial and unintended consequences (environmental, financial and political) of what we try and do to… https://t.co/rqHGedEsli",2024-04-21T20:23:20
1778137669018525750,1778134943933047155,121909366,ItsCindyRae,Strange but not a stranger. Retired with a husband & a dog. Believe the Earth is round & Dr Fauci. ALLY/BLM/JusticeMatters/UnionStrong/Legalizeit 😎🤙🏼🎶🇺🇦💙,Michigan,https://www.nytimes.com/2024/04/10/climate/ocean-heat-records.html,@JoeNBC @nytimes If we only had a warning that this would happen 🙄,2024-04-10T19:07:11
1781395323757432900,1781389748885430348,897966319819038720,DonnaSm77910859,"Born in NYC, then PA, NJ now CA. Married to a great guy.  Proud Democrat.  No DMs please",California,https://www.nytimes.com/2024/04/19/climate/epa-pfas-superfund-cleanup.html,"@RepJayapal @POTUS It's too late for you to hype Biden after you turned all young voters against him.  Look at the polls.

If we end up with Prez Trump, everyone can thank you.  Then TFG will give Gaza to Israel and kick out Palestinians from there and the US.  Good job.",2024-04-19T18:51:56
1780343020564492666,1780341224064360645,263572536,KBirbsennie,,New York,https://www.nytimes.com/2024/04/16/climate/ambler-road-alaska-interior.html,@nytimes So you can have a mine you just can't have a road that goes to it? Clever.,2024-04-16T21:10:27
1794474214860423529,1794472004248350774,868389662,mattkahn1966,"Provost Professor of Economics at the University of Southern California, Visiting Fellow @HooverInst",California,https://www.nytimes.com/2024/05/25/climate/extreme-heat-workplace.html,"Amazon sells many cooling vests for less than $100.  The effectiveness of these products could be tested using A/B testing.  Workers who face rising heat risk have an incentive to buy these protection products.  We aren't passive victims.
https://t.co/RHaWpxkkee",2024-05-25T21:02:47
1794474661927100686,1794472004248350774,868389662,mattkahn1966,"Provost Professor of Economics at the University of Southern California, Visiting Fellow @HooverInst",California,https://www.nytimes.com/2024/05/25/climate/extreme-heat-workplace.html,"As more non-office workers demand cooling products, entrepreneurs will have a profit incentive to design and sell them.  This is free market environmentalism at work here.  The logic of the Boskin Report predicts that their prices will decline.
https://t.co/26YHwXuPR1",2024-05-25T21:04:33
1794473229685547337,1794472004248350774,868389662,mattkahn1966,"Provost Professor of Economics at the University of Southern California, Visiting Fellow @HooverInst",California,https://www.nytimes.com/2024/05/25/climate/extreme-heat-workplace.html,"The article ends with a discussion about the adaptation benefits of grid reliability so that air conditioners will run without backup power.   An irony arises here.  In the absence of good battery technology, the RPS pose a risk to grid reliability.
https://t.co/r36gDsqqVJ",2024-05-25T20:58:52
1774115272494043621,1773742747725545615,868389662,mattkahn1966,"Provost Professor of Economics at the University of Southern California, Visiting Fellow @HooverInst",California,https://www.nytimes.com/2024/03/28/climate/sponge-cities-kongjian-yu.html,"@filpet4 3.  The climate damage function;  Loss in economic output as a deterministic and time invariant function of global temperature.   This is the weakest equation in the system as it ignores endogenous technological change, and market price signals.  The Lucas Critique is ignored.",2024-03-30T16:43:37
1774114641242890674,1773742747725545615,868389662,mattkahn1966,"Provost Professor of Economics at the University of Southern California, Visiting Fellow @HooverInst",California,https://www.nytimes.com/2024/03/28/climate/sponge-cities-kongjian-yu.html,"@filpet4 Yes, most IAM models have a mechanical, deterministic feel featuring 3 equations that look like laws of physics.  1.  A carbon dioxide emissions flow equation as a function of global population, income, and the emissions factor, 2. Delta Temperature = f(global CO2), 3 ...",2024-03-30T16:41:06
1793113876281852346,1793111862919434715,868389662,mattkahn1966,"Provost Professor of Economics at the University of Southern California, Visiting Fellow @HooverInst",California,https://www.nytimes.com/2024/05/21/us/miami-heat-summer-weather.html,My Climatopolis logic is that if she is right that in the near future that prices could soar for key inputs in daily life then there is now a huge entrepreneurial opportunity for those who devise solutions for our future problems.  This is the Boskin Report adaptation logic!,2024-05-22T02:57:17
1793114731638853752,1793111862919434715,868389662,mattkahn1966,"Provost Professor of Economics at the University of Southern California, Visiting Fellow @HooverInst",California,https://www.nytimes.com/2024/05/21/us/miami-heat-summer-weather.html,"Back in 2008 when I was teaching at UCLA, I wrote this piece in response to a Jared Diamond piece related to his book ""Collapse"".  Professor Diamond and Heather share a certain worldview.  
https://t.co/4jg6ww7uFx https://t.co/ZWKzqoO66y",2024-05-22T03:00:41
1777742479921463621,1777741961023180816,729639752,CarolynRadlo,,California,https://www.nytimes.com/2024/04/09/climate/electric-grid-more-power.html,"“In Montana, Northwestern Energy recently replaced part of an aging line with advanced conductors to reduce wildfire risk — the new line sagged less in the heat, making it less likely to make contact with trees.”",2024-04-09T16:56:50
1792958102976774154,1792943370148737112,1473533769047056387,DC19583,"DC born and raised. Capitals, Commanders, and true crime. Old Hollywood. Proud Democrat. ❤ Grandkids❤",Florida,https://www.nytimes.com/2024/05/21/climate/trump-campaign-oil-gas.html,@ElizKolbert @OrbPlanet @JoeBiden Wonder if that quid pro quo offered by Trump is the reason🙄,2024-05-21T16:38:17
1794812067763175777,1794809821113229721,69259701,ricfouad,Attorney & Child Welfare Advocate. Adjunct Prof (legal ethics) @FordhamLawNYC & @TempleLaw (Tokyo). @FCAANational @miltonhershey alum (7 YRS),New York,https://www.nytimes.com/2024/05/26/us/politics/fetterman-democrats-israel-gaza.html,@mehdirhasan It’s so pathetic.,2024-05-26T19:25:17
1775255402688430103,1775255401035886845,285384943,CoreyBCantor,"EV Senior Associate @BloombergNEF. Before: @CoryBooker, @NDN_NPI. @BrooklynNets Fan, @Coldplay Aficionado. Opinions expressed are my own.",New York,https://www.nytimes.com/2024/04/02/business/tesla-auto-sales-first-quarter.html,"Everyone is going to have bring their best effort, including Tesla. How they attempt to bounce back is of more interest to me. Competition will ultimately be good for consumers. @Kia, @Hyundai, @BMW, @volvocars all competing in US EVs (among others).",2024-04-02T20:14:05
1781318412225892807,1781314659187871775,2548779007,LauraRabinow,"Dep. Dir. of Research @RockefellerInst, Senior Advisor for Chem Safety @WHCEQ, from the Collar City w/ cattle dogs. Fmr. @RPI @NYSAssembly @NYSenate.",Michigan,https://www.nytimes.com/2024/04/19/climate/epa-pfas-superfund-cleanup.html,"This final rule is complemented by an enforcement discretion policy that ""makes clear that EPA will focus enforcement on parties who significantly contributed to the release of PFAS chemicals into the environment"" (as opposed to 'passive receivers')
https://t.co/aVS1ujrDed",2024-04-19T13:46:19
1781780860942901520,1781735678327378060,801138746330583040,RealPaulNeemer,"Elegant, and shrewd...(according to Chinese horoscope)

Bot spotter...
Scott Baio follows me for some reason",New York,https://www.nytimes.com/2024/04/19/climate/rfk-jr-environment.html,@EasterbrookG I disagree. I can't think of any potential Biden voter who would vote for this kook,2024-04-20T20:23:55
1793874101666537907,1793872065096782158,1345801514909011968,RainCityWoman2,#VoteBlue2024 Our democracy depends on it!!,Washington,https://www.nytimes.com/2024/05/22/climate/howler-monkeys-mexico-heat.html,@nytimes This is so sad 💔😢,2024-05-24T05:18:09
1788256299026718851,1788251315237261439,1242652917976399872,Nyssasylvatic,,New York,https://www.nytimes.com/2024/05/08/climate/florida-balloons-outdoors-ban.html,@nytimes Finally a law in FL that makes sense,2024-05-08T17:15:00
1784405759016804661,1784271309876170859,1678585996815007744,StillMarilynM,"Still me. Still being murdered by The Vatican and U.S. Government.  Lucky for you fine people, emotional expression is my life purpose.",California,https://www.nytimes.com/2024/04/27/climate/new-orleans-glass-recycling.html,"@nytimes @JoeBiden @GavinNewsom @elonmusk  @bocelli_matteo Your gay process with my water filtration system is lethal.  Get your jealous bitch Emily Schwartz and your jealous boyfriend Evelyn de Rothschild, @KensingtonRoyal out of my life, Charles.",2024-04-28T02:14:20
1795493863651729513,1795491896351166952,194693263,forEgality,A non-partisan egalitarian; wants to rob the rich and give to the poor. Abolish the Police.,New York,https://www.nytimes.com/2024/05/28/climate/pfas-forever-chemicals-industry-lawsuits.html,"@equalityAlec No one can hold you accountable for your crimes, if you cause the species to go extinct. https://t.co/oz7gSQf0mZ",2024-05-28T16:34:30
1791130506886586758,1791129960670724447,1591059470066634754,jelee4580,"Democracy! Yankees! Mental Health Awareness. “Begin at once to live, and count each separate day as a separate life.” #LFGY! #betterwithBiden2024 #fucktrump",Florida,https://www.nytimes.com/2024/05/15/climate/desantis-climate-change-florida.html,@marynlm @nytimes God I hate this motjerfucker @RonDeSantis,2024-05-16T15:36:05
1775350812543258995,1775169561123254736,71133962,ejpagan,"“The First Amendment is first for a reason, the Second Amendment is just in case the First one doesn’t work out” - Dave Chappelle",Minnesota,https://www.nytimes.com/2024/04/02/business/tesla-auto-sales-first-quarter.html,@GadSaad @AbigailShrier Amazing book by the awesome @AbigailShrier   I listen to any show she is on. With Gaad is a must!!!,2024-04-03T02:33:12
1780997579804647774,1780886218823119290,1599108484741664768,Lordmikee2000,Activists/FX Trader/Sports betting lover/Airdrop/,California,https://www.nytimes.com/2024/04/18/nyregion/nigerian-chess-master-tunde-onakoya.html,@thegiftofchess @nytimes @pikaso_me screenshot this,2024-04-18T16:31:27
1780996224381866464,1780886218823119290,1599108484741664768,Lordmikee2000,Activists/FX Trader/Sports betting lover/Airdrop/,California,https://www.nytimes.com/2024/04/18/nyregion/nigerian-chess-master-tunde-onakoya.html,@thegiftofchess @nytimes @pikaso_me screenshots,2024-04-18T16:26:03
1778293012528837068,1778191245879193978,28994407,Tami1501,"Author; Diagnosis Detective: Curing Granulomatous Mastitis and Franchise Consultant.
IG: DiagnosisDetective.TamiBurdick https://t.co/95nwErVizr",Ohio,https://www.nytimes.com/2024/04/10/climate/six-things-to-know-about-forever-chemicals.html,"@nytimes They should be banned versus limited.
Many us of probably aren't aware or have recognized the many potential threats to our health we're being exposed to.

Learn to help protect yourself with great tips from this article, click here: https://t.co/JzP8y9teBd",2024-04-11T05:24:27
1782032236008624230,1782030165402697777,41822611,NBPTROCKS,"Biden'24
#ClimateCrisisClub
#SaveThePlanetGroup
1619
#IndigenousSolidarity
Son of the American Revolution 🇺🇸
🇵🇸☮️",Massachusetts,https://www.nytimes.com/2024/04/21/arts/television/climate-change-apocalypse-optimism.html,"@jeffgoodell @Fisher_DanaR @ASoloski @_HannahRitchie Point-Counterpoint. A vs B.  Debate, argument.  Popular structures that sell, a public that is accustomed to these structures.
Science is facts and evidence.  No debate.",2024-04-21T13:02:48
